11934,18,,,,,,,,,,,,,,,,
"Lever_position","ship_speed","gt_torque","gt_revs","gg_revs","star_prop_torque","port_prop_torque","hp_exit_temp","gt_in_airT","gt_out_airT","HP_exit_pres","GT_in_pres","GT_out_pres","gas_exhaust_pres","turb_injec","fuel_flow","GT_compre_coef","GT_turb_coef"
1.138,3,2392.1,1308.7,6693.1,5.35,5.35,541.62,288,559.06,1.169,0.998,6.299,1.019,31.5,0.193,0.952,0.992
2.088,6,4874.9,1344.9,6847.8,22.46,22.46,572.72,288,570.35,1.26,0.998,6.784,1.019,23.265,0.226,0.952,0.992
3.144,9,8380.8,1386.8,7151.2,60.38,60.38,591.16,288,584.6,1.387,0.998,7.451,1.02,12.476,0.247,0.952,0.992
4.161,12,14726,1547.5,7822.3,113.81,113.81,645.47,288,610.66,1.654,0.998,8.856,1.022,17.351,0.343,0.952,0.992
5.14,15,21639,1924.3,8508.4,175.34,175.34,713.76,288,642.04,2.074,0.998,11.006,1.026,25.373,0.502,0.952,0.992
6.175,18,29797,2307.2,8843.7,246.32,246.32,780.52,288,672.13,2.496,0.998,13.127,1.03,34.479,0.683,0.952,0.992
7.148,21,38977,2678.1,9140,332.03,332.03,835.86,288,696.4,2.954,0.998,15.396,1.035,44.435,0.88,0.952,0.992
8.206,24,50997,3087.6,9323.5,438.12,438.12,933.31,288,738.38,3.563,0.998,18.278,1.041,60.728,1.202,0.952,0.992
9.3,27,72776,3560.4,9789.2,645.11,645.11,1098.4,288,786,4.479,0.998,22.363,1.049,90.61,1.794,0.952,0.992
1.138,3,1129.8,1315.7,6698.3,5.708,5.708,498.01,288,552.62,1.125,0.998,6.043,1.019,25.168,0.139,0.952,0.993
2.088,6,4728.6,1344.8,6850.3,22.444,22.444,568.03,288,569.55,1.255,0.998,6.749,1.019,23.205,0.22,0.952,0.993
3.144,9,8380.8,1386.8,7153.8,60.373,60.373,590.36,288,584.46,1.387,0.998,7.444,1.02,12.443,0.246,0.952,0.993
4.161,12,14726,1547.5,7824.4,113.81,113.81,644.6,288,610.5,1.654,0.998,8.847,1.022,17.309,0.343,0.952,0.993
5.14,15,21639,1924.3,8509.3,175.3,175.3,712.8,288,641.86,2.074,0.998,10.995,1.026,25.318,0.501,0.952,0.993
6.175,18,29798,2307.2,8844.8,246.29,246.29,779.44,288,671.91,2.496,0.998,13.114,1.03,34.408,0.681,0.952,0.993
7.148,21,38977,2678.1,9140.5,332.15,332.15,834.85,288,696.24,2.954,0.998,15.379,1.035,44.355,0.878,0.952,0.993
8.206,24,50996,3087.6,9323.8,437.97,437.97,932.29,288,738.23,3.562,0.998,18.257,1.041,60.632,1.2,0.952,0.993
9.3,27,72777,3560.4,9789.9,644.85,644.85,1097.5,288,785.86,4.478,0.998,22.336,1.049,90.507,1.792,0.952,0.993
1.138,3,308.63,1332.7,6710.4,6.622,6.622,460.13,288,547.56,1.095,0.998,5.851,1.019,14.689,0.089,0.952,0.994
2.088,6,4365.1,1344.4,6852.6,22.372,22.372,557.31,288,567.96,1.244,0.998,6.68,1.019,23.02,0.207,0.952,0.994
3.144,9,8381,1386.8,7156.4,60.383,60.383,589.55,288,584.31,1.387,0.998,7.437,1.02,12.41,0.246,0.952,0.994
4.161,12,14726,1547.5,7826.4,113.8,113.8,643.74,288,610.34,1.654,0.998,8.838,1.022,17.268,0.342,0.952,0.994
5.14,15,21639,1924.3,8510.2,175.3,175.3,711.85,288,641.68,2.074,0.998,10.984,1.026,25.263,0.5,0.952,0.994
6.175,18,29798,2307.2,8845.8,246.32,246.32,778.37,288,671.69,2.495,0.998,13.1,1.03,34.338,0.68,0.952,0.994
7.148,21,38976,2678.1,9141,332.1,332.1,833.84,288,696.07,2.953,0.998,15.362,1.035,44.276,0.877,0.952,0.994
8.206,24,50995,3087.6,9324.2,438.05,438.05,931.27,288,738.07,3.561,0.998,18.237,1.041,60.536,1.198,0.952,0.994
9.3,27,72778,3560.4,9790.6,644.81,644.81,1096.6,288,785.73,4.477,0.998,22.31,1.049,90.404,1.79,0.952,0.994
1.138,3,253.55,1339.6,6717.4,7,7,453.57,288,547.05,1.093,0.998,5.832,1.019,10.216,0.078,0.952,0.995
2.088,6,4557.6,1344.6,6855.3,22.403,22.403,561.83,288,568.61,1.25,0.998,6.708,1.019,23.125,0.213,0.952,0.995
3.144,9,8381.1,1386.8,7159,60.377,60.377,588.76,288,584.16,1.387,0.998,7.43,1.02,12.376,0.245,0.952,0.995
4.161,12,14726,1547.5,7828.4,113.81,113.81,642.88,288,610.18,1.654,0.998,8.829,1.022,17.226,0.341,0.952,0.995
5.14,15,21639,1924.3,8511.1,175.31,175.31,710.89,288,641.51,2.073,0.998,10.973,1.026,25.208,0.499,0.952,0.995
6.175,18,29798,2307.2,8846.8,246.29,246.29,777.3,288,671.48,2.495,0.998,13.087,1.03,34.268,0.678,0.952,0.995
7.148,21,38976,2678.1,9141.5,332.04,332.04,832.84,288,695.9,2.953,0.998,15.346,1.035,44.197,0.875,0.952,0.995
8.206,24,50995,3087.6,9324.6,438.1,438.1,930.25,288,737.92,3.56,0.998,18.216,1.041,60.441,1.197,0.952,0.995
9.3,27,72778,3560.4,9791.3,644.83,644.83,1095.8,288,785.6,4.476,0.998,22.283,1.049,90.302,1.788,0.952,0.995
1.138,3,566.49,1362,6734.8,8.255,8.255,455.82,288,548.8,1.107,0.998,5.899,1.019,0,0.074,0.952,0.996
2.088,6,4196.6,1344.8,6858,22.444,22.444,550.84,288,566.95,1.238,0.998,6.637,1.019,22.527,0.2,0.952,0.996
3.144,9,8381.1,1386.8,7161.6,60.377,60.377,587.96,288,584.01,1.387,0.998,7.423,1.02,12.343,0.244,0.952,0.996
4.161,12,14726,1547.5,7830.5,113.8,113.8,642.02,288,610.03,1.654,0.998,8.82,1.022,17.185,0.34,0.952,0.996
5.14,15,21639,1924.3,8512,175.36,175.36,709.95,288,641.33,2.073,0.998,10.962,1.026,25.153,0.498,0.952,0.996
6.175,18,29798,2307.2,8847.9,246.3,246.3,776.23,288,671.26,2.495,0.998,13.073,1.03,34.198,0.677,0.952,0.996
7.148,21,38976,2678.1,9142,332.07,332.07,831.83,288,695.74,2.952,0.998,15.329,1.035,44.118,0.873,0.952,0.996
8.206,24,50995,3087.6,9325,438.05,438.05,929.24,288,737.77,3.559,0.998,18.196,1.041,60.347,1.195,0.952,0.996
9.3,27,72779,3560.4,9792,645.13,645.13,1094.9,288,785.47,4.474,0.998,22.257,1.049,90.199,1.786,0.952,0.996
1.138,3,836.11,1373.6,6745.2,8.919,8.919,462.91,288,550.33,1.119,0.998,5.957,1.019,0,0.082,0.952,0.997
2.088,6,4150.8,1345,6860.6,22.459,22.459,548.74,288,566.57,1.237,0.998,6.621,1.019,22.447,0.198,0.952,0.997
3.144,9,8381.2,1386.8,7164.2,60.38,60.38,587.16,288,583.86,1.387,0.998,7.415,1.02,12.31,0.244,0.952,0.997
4.161,12,14726,1547.5,7832.5,113.82,113.82,641.16,288,609.87,1.653,0.998,8.812,1.022,17.144,0.339,0.952,0.997
5.14,15,21639,1924.4,8512.9,175.34,175.34,709,288,641.15,2.073,0.998,10.951,1.026,25.099,0.497,0.952,0.997
6.175,18,29798,2307.2,8848.9,246.34,246.34,775.16,288,671.05,2.494,0.998,13.06,1.03,34.128,0.676,0.952,0.997
7.148,21,38975,2678.1,9142.5,332.01,332.01,830.83,288,695.58,2.951,0.998,15.313,1.035,44.039,0.872,0.952,0.997
8.206,24,50995,3087.6,9325.4,438.06,438.06,928.23,288,737.62,3.558,0.998,18.176,1.041,60.253,1.193,0.952,0.997
9.3,27,72780,3560.4,9792.8,645.17,645.17,1094.1,288,785.34,4.473,0.998,22.23,1.049,90.097,1.784,0.952,0.997
1.138,3,1061.8,1382.3,6753.7,9.422,9.422,469.02,288,551.57,1.129,0.998,6.006,1.019,0,0.089,0.952,0.998
2.088,6,3974.8,1345.4,6863.4,22.528,22.528,542.88,288,565.73,1.231,0.998,6.584,1.019,21.796,0.191,0.952,0.998
3.144,9,8381.4,1386.8,7166.8,60.375,60.375,586.37,288,583.72,1.386,0.998,7.408,1.02,12.277,0.243,0.952,0.998
4.161,12,14726,1547.5,7834.6,113.81,113.81,640.31,288,609.71,1.653,0.998,8.803,1.022,17.102,0.339,0.952,0.998
5.14,15,21640,1924.4,8513.9,175.36,175.36,708.05,288,640.97,2.073,0.998,10.94,1.026,25.044,0.496,0.952,0.998
6.175,18,29798,2307.2,8849.9,246.39,246.39,774.1,288,670.83,2.494,0.998,13.047,1.03,34.058,0.674,0.952,0.998
7.148,21,38975,2678.1,9143,332.12,332.12,829.84,288,695.41,2.951,0.998,15.296,1.035,43.96,0.87,0.952,0.998
8.206,24,50995,3087.6,9325.8,437.96,437.96,927.22,288,737.47,3.557,0.998,18.155,1.041,60.159,1.191,0.952,0.998
9.3,27,72782,3560.5,9793.5,644.89,644.89,1093.2,288,785.22,4.472,0.998,22.204,1.049,89.997,1.782,0.952,0.998
1.138,3,947.34,1377.6,6753.1,9.149,9.149,465.07,288,550.66,1.124,0.998,5.971,1.019,0,0.085,0.952,0.999
2.088,6,4099.2,1345.2,6865.9,22.504,22.504,545.71,288,566.09,1.235,0.998,6.6,1.019,22.11,0.195,0.952,0.999
3.144,9,8381.5,1386.8,7169.4,60.382,60.382,585.57,288,583.57,1.386,0.998,7.401,1.02,12.244,0.242,0.952,0.999
4.161,12,14726,1547.5,7836.6,113.81,113.81,639.45,288,609.55,1.653,0.998,8.794,1.022,17.061,0.338,0.952,0.999
5.14,15,21640,1924.4,8514.8,175.36,175.36,707.11,288,640.8,2.072,0.998,10.929,1.026,24.99,0.495,0.952,0.999
6.175,18,29799,2307.2,8851,246.34,246.34,773.04,288,670.62,2.494,0.998,13.033,1.03,33.989,0.673,0.952,0.999
7.148,21,38975,2678.1,9143.5,332.01,332.01,828.84,288,695.25,2.95,0.998,15.28,1.035,43.882,0.869,0.952,0.999
8.206,24,50995,3087.6,9326.2,438.05,438.05,926.22,288,737.33,3.557,0.998,18.135,1.041,60.065,1.189,0.952,0.999
9.3,27,72782,3560.5,9794.2,644.88,644.88,1092.4,288,785.09,4.471,0.998,22.178,1.049,89.896,1.78,0.952,0.999
1.138,3,1298.3,1389.3,6763.7,9.836,9.836,474.57,288,552.73,1.139,0.998,6.051,1.019,0,0.096,0.952,1
2.088,6,3732.8,1346.5,6869.1,22.731,22.731,534.1,288,564.45,1.223,0.998,6.531,1.019,20.525,0.18,0.952,1
3.144,9,8381.6,1386.8,7172,60.382,60.382,584.78,288,583.42,1.386,0.998,7.394,1.02,12.21,0.242,0.952,1
4.161,12,14726,1547.5,7838.7,113.82,113.82,638.6,288,609.4,1.653,0.998,8.785,1.022,17.02,0.337,0.952,1
5.14,15,21640,1924.4,8515.7,175.33,175.33,706.17,288,640.62,2.072,0.998,10.918,1.026,24.936,0.494,0.952,1
6.175,18,29799,2307.2,8852,246.35,246.35,771.98,288,670.41,2.493,0.998,13.02,1.03,33.919,0.672,0.952,1
7.148,21,38975,2678.1,9144,332.02,332.02,827.85,288,695.08,2.95,0.998,15.263,1.035,43.804,0.867,0.952,1
8.206,24,50994,3087.5,9326.6,438.01,438.01,925.22,288,737.18,3.556,0.998,18.115,1.041,59.971,1.187,0.952,1
9.3,27,72785,3560.7,9795,645.21,645.21,1091.6,288,784.97,4.47,0.998,22.152,1.049,89.799,1.778,0.952,1
1.138,3,1326.6,1316.5,6650.8,5.775,5.775,517.29,288,556.07,1.133,0.998,6.185,1.019,27.348,0.157,0.953,0.975
2.088,6,6908,1367.2,6816.1,26.548,26.548,635.17,288,580.59,1.328,0.998,7.264,1.019,14.995,0.29,0.953,0.975
3.144,9,8378.9,1386.8,7104.9,60.348,60.348,604.59,288,586.92,1.389,0.998,7.575,1.02,13.034,0.258,0.953,0.975
4.161,12,14724,1547.5,7785.7,113.77,113.77,660.05,288,613.18,1.658,0.998,9.01,1.022,18.053,0.357,0.953,0.975
5.14,15,21636,1924.3,8491.8,175.27,175.27,729.86,288,644.88,2.079,0.998,11.201,1.026,26.3,0.521,0.953,0.975
6.175,18,29792,2307.4,8825.1,246.24,246.24,798.82,288,675.65,2.503,0.998,13.362,1.03,35.682,0.706,0.953,0.975
7.148,21,38984,2678.1,9130.9,332.22,332.22,852.68,288,698.99,2.965,0.998,15.689,1.035,45.773,0.906,0.953,0.975
8.206,24,50996,3087.5,9316.7,438.13,438.13,950.08,288,740.79,3.578,0.998,18.642,1.041,62.322,1.234,0.953,0.975
9.3,27,72762,3560.4,9774.9,645.05,645.05,1112.3,288,787.98,4.501,0.998,22.831,1.049,92.317,1.827,0.953,0.975
1.138,3,283.86,1339,6666.3,6.993,6.993,467.71,288,549.85,1.095,0.998,5.942,1.019,12.683,0.091,0.953,0.976
2.088,6,6863.8,1365.2,6817.4,26.178,26.178,633.66,288,580.26,1.326,0.998,7.247,1.019,16.125,0.289,0.953,0.976
3.144,9,8378.9,1386.8,7107.4,60.347,60.347,603.76,288,586.77,1.389,0.998,7.568,1.02,13,0.257,0.953,0.976
4.161,12,14724,1547.5,7787.7,113.79,113.79,659.15,288,613.02,1.658,0.998,9.001,1.022,18.01,0.357,0.953,0.976
5.14,15,21636,1924.3,8492.8,175.27,175.27,728.86,288,644.69,2.079,0.998,11.19,1.026,26.243,0.519,0.953,0.976
6.175,18,29792,2307.4,8826.1,246.29,246.29,797.68,288,675.42,2.502,0.998,13.348,1.03,35.609,0.705,0.953,0.976
7.148,21,38984,2678.1,9131.4,332.14,332.14,851.64,288,698.82,2.965,0.998,15.671,1.035,45.691,0.905,0.953,0.976
8.206,24,50997,3087.6,9317.1,438,438,949.03,288,740.63,3.578,0.998,18.621,1.041,62.225,1.232,0.953,0.976
9.3,27,72764,3560.4,9775.8,645.01,645.01,1111.4,288,787.84,4.5,0.998,22.803,1.049,92.211,1.825,0.953,0.976
1.138,3,458.88,1358.6,6682,8.086,8.086,463.94,288,550.6,1.103,0.998,5.972,1.019,1.659,0.079,0.953,0.977
2.088,6,6734.4,1361.4,6817.6,25.477,25.477,630.38,288,579.57,1.321,0.998,7.215,1.019,17.924,0.287,0.953,0.977
3.144,9,8379,1386.8,7110,60.345,60.345,602.93,288,586.62,1.389,0.998,7.561,1.02,12.966,0.257,0.953,0.977
4.161,12,14724,1547.5,7789.7,113.8,113.8,658.25,288,612.85,1.658,0.998,8.992,1.022,17.967,0.356,0.953,0.977
5.14,15,21636,1924.3,8493.7,175.3,175.3,727.86,288,644.51,2.079,0.998,11.178,1.026,26.187,0.518,0.953,0.977
6.175,18,29792,2307.4,8827.1,246.24,246.24,796.55,288,675.2,2.502,0.998,13.334,1.03,35.535,0.704,0.953,0.977
7.148,21,38983,2678.1,9131.9,332.19,332.19,850.6,288,698.64,2.964,0.998,15.654,1.035,45.61,0.903,0.953,0.977
8.206,24,50997,3087.6,9317.4,438.09,438.09,947.99,288,740.46,3.577,0.998,18.599,1.041,62.127,1.23,0.953,0.977
9.3,27,72763,3560.4,9776.5,645.06,645.06,1110.4,288,787.69,4.499,0.998,22.776,1.049,92.103,1.823,0.953,0.977
1.138,3,814.78,1374,6695.1,8.968,8.968,473.66,288,552.82,1.119,0.998,6.059,1.019,0,0.089,0.953,0.978
2.088,6,6721.4,1361.1,6819.9,25.432,25.432,629.23,288,579.38,1.32,0.998,7.206,1.019,18.094,0.286,0.953,0.978
3.144,9,8379.2,1386.8,7112.6,60.352,60.352,602.1,288,586.47,1.389,0.998,7.553,1.02,12.932,0.256,0.953,0.978
4.161,12,14724,1547.5,7791.7,113.8,113.8,657.35,288,612.69,1.658,0.998,8.983,1.022,17.924,0.355,0.953,0.978
5.14,15,21636,1924.3,8494.6,175.3,175.3,726.87,288,644.33,2.079,0.998,11.167,1.026,26.13,0.517,0.953,0.978
6.175,18,29793,2307.4,8828.2,246.21,246.21,795.42,288,674.97,2.502,0.998,13.32,1.03,35.462,0.702,0.953,0.978
7.148,21,38983,2678.1,9132.4,332.1,332.1,849.56,288,698.47,2.964,0.998,15.637,1.035,45.528,0.901,0.953,0.978
8.206,24,50997,3087.6,9317.8,438.14,438.14,946.94,288,740.3,3.576,0.998,18.578,1.041,62.03,1.228,0.953,0.978
9.3,27,72765,3560.4,9777.3,645.07,645.07,1109.5,288,787.55,4.498,0.998,22.748,1.049,91.997,1.821,0.953,0.978
1.138,3,1069.8,1382.8,6703.7,9.48,9.48,480.72,288,554.23,1.131,0.998,6.114,1.019,0,0.097,0.953,0.979
2.088,6,6638.4,1359.1,6821.2,25.064,25.064,626.68,288,578.9,1.317,0.998,7.183,1.019,19.003,0.284,0.953,0.979
3.144,9,8379.2,1386.8,7115.2,60.36,60.36,601.28,288,586.32,1.389,0.998,7.546,1.02,12.898,0.255,0.953,0.979
4.161,12,14724,1547.5,7793.7,113.8,113.8,656.45,288,612.53,1.657,0.998,8.974,1.022,17.881,0.354,0.953,0.979
5.14,15,21636,1924.3,8495.5,175.28,175.28,725.88,288,644.14,2.078,0.998,11.155,1.026,26.074,0.516,0.953,0.979
6.175,18,29793,2307.4,8829.2,246.26,246.26,794.3,288,674.75,2.501,0.998,13.307,1.03,35.389,0.701,0.953,0.979
7.148,21,38982,2678.1,9132.9,332.1,332.1,848.52,288,698.29,2.963,0.998,15.619,1.035,45.447,0.9,0.953,0.979
8.206,24,50998,3087.6,9318.2,438.14,438.14,945.9,288,740.13,3.575,0.998,18.557,1.041,61.933,1.226,0.953,0.979
9.3,27,72766,3560.4,9778.1,644.82,644.82,1108.6,288,787.4,4.497,0.998,22.721,1.049,91.891,1.819,0.953,0.979
1.138,3,1346.8,1391.2,6712.2,9.977,9.977,488.3,288,555.71,1.142,0.998,6.173,1.019,0,0.106,0.953,0.98
2.088,6,6401.8,1355.2,6821.4,24.356,24.356,620.57,288,577.79,1.309,0.998,7.131,1.019,20.523,0.278,0.953,0.98
3.144,9,8379.4,1386.8,7117.8,60.354,60.354,600.45,288,586.17,1.389,0.998,7.539,1.02,12.864,0.255,0.953,0.98
4.161,12,14724,1547.5,7795.7,113.79,113.79,655.56,288,612.37,1.657,0.998,8.964,1.022,17.839,0.353,0.953,0.98
5.14,15,21637,1924.3,8496.4,175.33,175.33,724.89,288,643.96,2.078,0.998,11.144,1.026,26.017,0.515,0.953,0.98
6.175,18,29793,2307.4,8830.2,246.29,246.29,793.18,288,674.52,2.501,0.998,13.293,1.03,35.316,0.699,0.953,0.98
7.148,21,38982,2678.1,9133.4,332.21,332.21,847.49,288,698.12,2.962,0.998,15.602,1.035,45.366,0.898,0.953,0.98
8.206,24,50998,3087.6,9318.6,438.11,438.11,944.86,288,739.97,3.574,0.998,18.535,1.041,61.836,1.224,0.953,0.98
9.3,27,72767,3560.4,9778.9,644.79,644.79,1107.8,288,787.26,4.495,0.998,22.694,1.049,91.785,1.817,0.953,0.98
1.138,3,2127.9,1408,6726.6,10.996,10.996,511.67,288,560.09,1.175,0.998,6.351,1.019,0,0.132,0.953,0.981
2.088,6,6181.8,1352.5,6822.2,23.869,23.869,614.57,288,576.81,1.302,0.998,7.085,1.019,21.533,0.271,0.953,0.981
3.144,9,8379.5,1386.8,7120.4,60.364,60.364,599.63,288,586.02,1.389,0.998,7.531,1.02,12.83,0.254,0.953,0.981
4.161,12,14724,1547.5,7797.7,113.79,113.79,654.67,288,612.2,1.657,0.998,8.955,1.022,17.796,0.352,0.953,0.981
5.14,15,21637,1924.3,8497.3,175.28,175.28,723.91,288,643.78,2.078,0.998,11.132,1.026,25.961,0.514,0.953,0.981
6.175,18,29794,2307.4,8831.3,246.25,246.25,792.06,288,674.3,2.5,0.998,13.279,1.03,35.243,0.698,0.953,0.981
7.148,21,38982,2678.1,9133.9,332.19,332.19,846.46,288,697.95,2.962,0.998,15.585,1.035,45.285,0.897,0.953,0.981
8.206,24,50998,3087.6,9318.9,438.12,438.12,943.83,288,739.81,3.573,0.998,18.514,1.041,61.739,1.222,0.953,0.981
9.3,27,72767,3560.4,9779.7,644.74,644.74,1106.9,288,787.12,4.494,0.998,22.666,1.049,91.678,1.815,0.953,0.981
1.138,3,2636.3,1414.3,6733.7,11.389,11.389,526.63,288,562.63,1.195,0.998,6.457,1.019,0,0.15,0.953,0.982
2.088,6,6202.3,1352.7,6824.9,23.887,23.887,614.19,288,576.71,1.302,0.998,7.081,1.019,21.327,0.271,0.953,0.982
3.144,9,8379.6,1386.8,7123,60.359,60.359,598.81,288,585.87,1.388,0.998,7.524,1.02,12.796,0.253,0.953,0.982
4.161,12,14724,1547.5,7799.7,113.79,113.79,653.78,288,612.04,1.657,0.998,8.946,1.022,17.754,0.351,0.953,0.982
5.14,15,21637,1924.3,8498.2,175.32,175.32,722.92,288,643.59,2.077,0.998,11.121,1.026,25.905,0.513,0.953,0.982
6.175,18,29794,2307.3,8832.3,246.31,246.31,790.95,288,674.08,2.5,0.998,13.265,1.03,35.17,0.696,0.953,0.982
7.148,21,38981,2678.1,9134.4,332.07,332.07,845.42,288,697.77,2.961,0.998,15.568,1.035,45.203,0.895,0.953,0.982
8.206,24,50998,3087.6,9319.3,438,438,942.79,288,739.64,3.572,0.998,18.493,1.041,61.642,1.22,0.953,0.982
9.3,27,72769,3560.4,9780.5,644.8,644.8,1106,288,786.98,4.493,0.998,22.639,1.049,91.574,1.813,0.953,0.982
1.138,3,3373.2,1418.4,6739.5,11.649,11.649,548.38,288,566.01,1.222,0.998,6.601,1.019,0,0.175,0.953,0.983
2.088,6,6325.5,1354.4,6828.5,24.215,24.215,616.17,288,577.07,1.306,0.998,7.098,1.019,20.804,0.274,0.953,0.983
3.144,9,8379.7,1386.8,7125.5,60.361,60.361,597.99,288,585.72,1.388,0.998,7.517,1.02,12.762,0.253,0.953,0.983
4.161,12,14725,1547.5,7801.7,113.8,113.8,652.89,288,611.88,1.656,0.998,8.937,1.022,17.711,0.351,0.953,0.983
5.14,15,21637,1924.3,8499.2,175.29,175.29,721.94,288,643.41,2.077,0.998,11.109,1.026,25.849,0.512,0.953,0.983
6.175,18,29794,2307.3,8833.4,246.25,246.25,789.84,288,673.85,2.5,0.998,13.251,1.03,35.098,0.695,0.953,0.983
7.148,21,38980,2678.1,9134.9,332.06,332.06,844.38,288,697.6,2.961,0.998,15.551,1.035,45.122,0.893,0.953,0.983
8.206,24,50998,3087.6,9319.6,438.14,438.14,941.76,288,739.48,3.571,0.998,18.471,1.041,61.546,1.218,0.953,0.983
9.3,27,72769,3560.4,9781.2,644.81,644.81,1105.1,288,786.84,4.492,0.998,22.612,1.049,91.468,1.811,0.953,0.983
1.138,3,4453.2,1416.1,6741.4,11.523,11.523,580.41,288,570.54,1.258,0.998,6.798,1.019,0,0.213,0.953,0.984
2.088,6,6026.5,1350.8,6828.9,23.551,23.551,608.37,288,575.76,1.297,0.998,7.037,1.019,22.131,0.265,0.953,0.984
3.144,9,8379.8,1386.8,7128.1,60.367,60.367,597.17,288,585.57,1.388,0.998,7.509,1.02,12.728,0.252,0.953,0.984
4.161,12,14725,1547.5,7803.8,113.78,113.78,652.01,288,611.72,1.656,0.998,8.928,1.022,17.669,0.35,0.953,0.984
5.14,15,21637,1924.3,8500.1,175.33,175.33,720.96,288,643.23,2.077,0.998,11.098,1.026,25.793,0.511,0.953,0.984
6.175,18,29795,2307.3,8834.4,246.25,246.25,788.73,288,673.63,2.499,0.998,13.238,1.03,35.025,0.693,0.953,0.984
7.148,21,38980,2678.1,9135.4,332.14,332.14,843.35,288,697.43,2.96,0.998,15.534,1.035,45.041,0.892,0.953,0.984
8.206,24,50998,3087.6,9320,438.04,438.04,940.74,288,739.32,3.57,0.998,18.45,1.041,61.45,1.217,0.953,0.984
9.3,27,72770,3560.4,9782,644.92,644.92,1104.2,288,786.7,4.49,0.998,22.585,1.049,91.362,1.809,0.953,0.984
1.138,3,5031.9,1411.4,6741.1,11.245,11.245,596.22,288,572.76,1.276,0.998,6.898,1.019,0,0.233,0.953,0.985
2.088,6,5864,1349.6,6830.7,23.334,23.334,603.54,288,575.01,1.291,0.998,7.003,1.019,22.506,0.26,0.953,0.985
3.144,9,8379.9,1386.8,7130.7,60.365,60.365,596.36,288,585.42,1.388,0.998,7.502,1.02,12.695,0.251,0.953,0.985
4.161,12,14725,1547.5,7805.8,113.8,113.8,651.12,288,611.56,1.656,0.998,8.919,1.022,17.626,0.349,0.953,0.985
5.14,15,21637,1924.3,8501,175.32,175.32,719.99,288,643.05,2.077,0.998,11.087,1.026,25.737,0.509,0.953,0.985
6.175,18,29795,2307.3,8835.4,246.32,246.32,787.62,288,673.41,2.499,0.998,13.224,1.03,34.953,0.692,0.953,0.985
7.148,21,38980,2678.1,9135.9,332.12,332.12,842.32,288,697.26,2.959,0.998,15.517,1.035,44.96,0.89,0.953,0.985
8.206,24,50997,3087.6,9320.4,437.99,437.99,939.71,288,739.16,3.57,0.998,18.429,1.041,61.354,1.215,0.953,0.985
9.3,27,72770,3560.4,9782.8,644.89,644.89,1103.3,288,786.56,4.489,0.998,22.557,1.049,91.258,1.806,0.953,0.985
1.138,3,5587,1405.8,6740.4,10.906,10.906,611.29,288,574.68,1.292,0.998,6.985,1.019,0,0.251,0.953,0.986
2.088,6,5723,1348.7,6832.6,23.155,23.155,599.12,288,574.27,1.287,0.998,6.969,1.019,22.538,0.255,0.953,0.986
3.144,9,8380,1386.8,7133.3,60.37,60.37,595.55,288,585.27,1.388,0.998,7.495,1.02,12.661,0.251,0.953,0.986
4.161,12,14725,1547.5,7807.8,113.8,113.8,650.24,288,611.4,1.656,0.998,8.91,1.022,17.584,0.348,0.953,0.986
5.14,15,21637,1924.3,8501.9,175.32,175.32,719.01,288,642.87,2.076,0.998,11.075,1.026,25.681,0.508,0.953,0.986
6.175,18,29795,2307.3,8836.4,246.26,246.26,786.52,288,673.19,2.499,0.998,13.21,1.03,34.881,0.691,0.953,0.986
7.148,21,38979,2678.1,9136.4,332.1,332.1,841.29,288,697.09,2.959,0.998,15.5,1.035,44.879,0.889,0.953,0.986
8.206,24,50997,3087.6,9320.7,438.14,438.14,938.69,288,739,3.569,0.998,18.408,1.041,61.258,1.213,0.953,0.986
9.3,27,72772,3560.4,9783.5,645.13,645.13,1102.4,288,786.42,4.488,0.998,22.53,1.049,91.154,1.804,0.953,0.986
1.138,3,6906.8,1386.4,6731.4,9.752,9.752,649.18,288,579.01,1.326,0.998,7.186,1.019,0,0.298,0.953,0.987
2.088,6,5556.1,1347.5,6834.4,22.936,22.936,594.2,288,573.5,1.281,0.998,6.934,1.019,22.988,0.25,0.953,0.987
3.144,9,8380.1,1386.8,7135.9,60.371,60.371,594.73,288,585.13,1.388,0.998,7.487,1.02,12.627,0.25,0.953,0.987
4.161,12,14725,1547.5,7809.8,113.78,113.78,649.36,288,611.24,1.656,0.998,8.901,1.022,17.542,0.347,0.953,0.987
5.14,15,21638,1924.3,8502.8,175.32,175.32,718.04,288,642.68,2.076,0.998,11.064,1.026,25.625,0.507,0.953,0.987
6.175,18,29796,2307.3,8837.5,246.34,246.34,785.43,288,672.97,2.498,0.998,13.197,1.03,34.809,0.689,0.953,0.987
7.148,21,38979,2678.1,9137,332.1,332.1,840.26,288,696.92,2.958,0.998,15.483,1.035,44.798,0.887,0.953,0.987
8.206,24,50997,3087.6,9321.1,438.13,438.13,937.67,288,738.84,3.568,0.998,18.387,1.041,61.162,1.211,0.953,0.987
9.3,27,72772,3560.4,9784.3,644.8,644.8,1101.5,288,786.29,4.487,0.998,22.503,1.049,91.049,1.802,0.953,0.987
1.138,3,7415.7,1366.1,6721.4,8.565,8.565,667.75,288,580.07,1.334,0.998,7.237,1.019,9.746,0.328,0.953,0.988
2.088,6,5195.4,1345.7,6835.9,22.626,22.626,583.91,288,571.92,1.27,0.998,6.863,1.019,23.197,0.238,0.953,0.988
